event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SLV3731,2022-08-27,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Military Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Cabanas,Sensuntepeque,,Sensuntepeque,13.8762,-88.6285,2,"Diario 1; La Prensa Grafica",National,"On 27 August 2022, in Sensuntepeque municipality, Cabanas, there was an armed clash between gang members and military officers in a gang camp in Pozuelo Abajo caserio. The gang member opened fire on the military officers, who repelled the attack and shot him dead. One woman was arrested, and several guns were seized. 1 fatality.",1,,1753971909,14405,27366,27781,27781
SLV3732,2022-08-27,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Former Military Forces of El Salvador (2019-); Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","La Libertad","Santa Tecla",,"Santa Tecla",13.6769,-89.2797,1,"La Prensa Grafica",National,"On 27 August 2022, in Santa Tecla, La Libertad, a group of war veterans staged a protest to demand that the Administrative Office of the Benefits for War Veterans and former War Fighters (INABVE) adds veterans who could not accede to pension benefits. They also demanded that the Ministry of Health provide health services to the war veterans.",0,"crowd size=no report",1709590398,20445,61406,75336,20445
SLV3733,2022-08-31,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Military Forces of El Salvador (2019-)","Police Forces of El Salvador (2019-)",1,13,,222,"Central America","El Salvador","Santa Ana","San Sebastian Salitrillo",,"San Sebastian Salitrillo",13.9692,-89.6361,1,"Civil National Police of El Salvador",National,"On 31 August 2022, in San Sebastian Salitrillo, Santa Ana, there was an armed clash between members of an unidentified gang and police and military officers. The clash started after the gang members opened fire on the police and military officers. As a result, one gang member was killed. No more details are provided by the source. 1 fatality.",1,,1753971909,2138,5721,12089,12089
SLV3735,2022-09-02,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Students (El Salvador); Teachers (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","La Paz",Zacatecoluca,,Zacatecoluca,13.5078,-88.8727,1,"La Prensa Grafica",National,"On 2 September 2022, in Zacatecoluca, La Paz, people staged a protest to demand authorities install mounds. Protesters, mostly high school students and teachers, demanded that the local and national authorities act to prevent traffic accidents.",0,"crowd size=no report",1715042110,14723,28150,28927,14723
SLV3736,2022-09-05,2022,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)",,7,17,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Salvador.com",National,"On 5 September 2022, in San Salvador, San Salvador, police authorities arrested a famous twitterer under charges contempt against the public administration and the President of the Republic. The arrest came after the detained sent tweets about the use of the presidential battalion by the President's brother.",0,,1663001496,10719,13310,15886,
SLV3737,2022-09-05,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","MOVIR: Movement of Victims of the Regime",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 5 September 2022, in San Salvador, San Salvador, members of MOVIR staged a protest at the Office of the Public Human Rights defender to demand that authorities release those who were victims of arbitrary arrests. They asked the Public Human Rights Defender to speed up the release of their loved ones.",0,"crowd size=no report",1663001497,10719,13310,15886,10719
SLV3751,2022-09-05,2022,1,"Political violence","Violence against civilians",Attack,"Military Forces of El Salvador (2019-)","Police Forces of El Salvador (2019-)",1,"Civilians (El Salvador)",,7,17,"Civilian targeting",222,"Central America","El Salvador","La Libertad","Nuevo Cuscatlan",,"Nuevo Cuscatlan",13.6486,-89.2653,1,"La Prensa Grafica",National,"On 5 September 2022, in Nuevo Cuscatlan, La Libertad, police and military forces beat up some residents at the Florence ranch, on Huizucar Street, during an intervention that aimed at evicting some families. No further information on this was reported. There were no casualties.",0,,1754411177,3260,12919,28243,12919
SLV3738,2022-09-07,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Ahuachapan,Ahuachapan,,Ahuachapan,13.9214,-89.8450,1,"Diario 1; El Mundo (El Salvador); El Salvador.com",National,"On 7 September 2022, in Ahuachapan, Ahuachapan, there was an armed clash between members of an unidentified gang and police officers in colonia Las Palmeras. The clash began after at least one gang member opened fire on the police officials. As a result, one gang member was shot and injured and another arrested. Police seized a gun and marijuana. The source provides no more details. 1 injured.",0,,1753971909,20035,41256,49735,49735
SLV3740,2022-09-11,2022,1,"Political violence","Violence against civilians",Attack,"Military Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)",,7,17,"Civilian targeting",222,"Central America","El Salvador","La Union",Lislique,,Lislique,13.8023,-87.8960,1,"El Salvador.com",National,"On 11 September 2022, in Lislique, La Union, a group of military officers beat up a man on the road when he was transporting people on a pick-up truck. According to witnesses, the officers forced the man to get out of the vehicle, asked him for his identification documents, and started beating him up with a weapon. The victim had injuries on his face as a result of the attack. Motivation unknown. 1 injured.",0,,1754411177,5864,8047,8286,8047
SLV3742,2022-09-12,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 12 September 2022, in San Salvador, San Salvador, members of the Union of Workers (USTT-ISDEMU) held a protest next to the Office for the Defence of Human Rights (PDDH) to decry labour rights' violations to workers of the Salvadoran Institute for Women Development (ISDEMU). They decried arbitrary dismissals of two workers in 2020.",0,"crowd size=no report",1663609571,10719,13310,15886,10719
SLV3743,2022-09-14,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Students (El Salvador)",6,,,0,60,,222,"Central America","El Salvador",Usulutan,Berlin,,Berlin,13.4971,-88.5303,1,"La Prensa Grafica",National,"On 14 September 2022, in Berlin, Usulutan, parents, and students held a protest next to the Berlin National Institute (INB) to demand the release of three students who were arrested outside the high school on 10 September after a brawl. Protesters claimed the brawl had nothing to do with gangs.",0,"crowd size=no report",1663609571,4670,10091,12149,4670
SLV3741,2022-09-15,2022,1,"Political violence","Violence against civilians",Attack,"MS-13 Novena Locos Salvatruchas",,3,"Civilians (El Salvador)","Labor Group (El Salvador); Former Police Forces of El Salvador (2019-)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad","San Pablo Tacachico",,"San Pablo Tacachico",13.9744,-89.3398,2,"El Mundo (El Salvador); La Prensa Grafica; Diario 1; El Salvador.com",National,"On 15 September 2022, between San Pablo Tacachico and San Juan Opico (coded to San Pablo Tacachico, La Libertad), two armed men on a motorcycle shot and killed a man while he was working as pick-up driver. Police forces later arrested one perpetrator. He was a member of the MS-13 gang who was said to have threatened the victim. The killed man was a former police officer. 1 fatality.",1,,1663609571,4624,7833,11486,11486
SLV3744,2022-09-15,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Students (El Salvador); Labor Group (El Salvador); MOVIR: Movement of Victims of the Regime; Women (El Salvador); Former Military Forces of El Salvador (2019-)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"AFP; La Prensa Grafica; El Salvador.com; El Mundo (El Salvador); La Nacion (Costa Rica); Diario Co Latino",National-International,"On 15 September 2022, in San Salvador, San Salvador, about 1,500 students, civil and women's organizations, trade unions, war veterans, relatives, and members of the Movement of Victims of the Regime (MOVIR) held an anti-government demonstration to the Historical Centre, the so called 'March for freedom', against the state of emergency, arbitrarily arrests, and human rights violations in El Salvador. They also opposed the presidential re-election of Bukele, and decried high costs of living, among other claims. Relatives held banners and photos of their loved one to call for their liberation. The march was held on the occasion of the commemoration of the independence of the country, at the time that a national parade was being staged in another part of the city. The anti-government march had been called by the Alliance El Salvador en Paz, the Block of Resistance and Popular Rebellion (BRP), and the Salvadoran Coordinator of Popular Movements.",0,"crowd size=about 1,500",1663609571,10719,13310,15886,10719
SLV3749,2022-09-15,2022,1,"Political violence","Violence against civilians",Attack,"Police Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)",,7,17,"Civilian targeting",222,"Central America","El Salvador","Santa Ana","Santa Ana",,"Monte Largo",13.9875,-89.6194,1,"El Salvador.com",National,"On 15 September 2022, in Monte Largo, Santa Ana, police forces shot and killed a man in Colonia Bendicion de Dios. The police stated that the victim was killed during a clash with the officers. However, witnesses and relatives denied this version and claimed that police forces intercepted the man on the street and shot at him for no reason. It is known that policemen went to the victim's residence and asked for him two hours after incident. 1 fatality.",1,,1754411177,1482,10957,14452,14452
SLV3748,2022-09-16,2022,1,"Political violence",Battles,"Armed clash","Police Forces of El Salvador (2019-)",,1,"Unidentified Gang (El Salvador)",,3,13,,222,"Central America","El Salvador",Ahuachapan,Tacuba,,"El Sincuyo",13.8822,-89.9458,1,"El Salvador.com",National,"On 16 September 2022, in El Sincuyo, Ahuachapan, police forces shot and killed a gang member in Las Mercedes farmhouse. No further information was reported. 1 fatality.",1,,1753971909,1062,1358,1222,1222
SLV3747,2022-09-17,2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad","Ciudad Arce",,"Santa Lucia",13.8359,-89.4401,1,"El Salvador.com",National,"On 17 September 2022, in Santa Lucia, La Libertad, three gang members shot and killed a man at his residence. Motivation of the attack is unknown. 1 fatality.",1,,1754411177,10095,13268,16244,16244
SLV3746,2022-09-18,2022,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)","Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Talnique,,"San Jose Los Sitios",13.7066,-89.4112,1,"El Mundo (El Salvador); Diario 1; El Salvador.com; Diario Co Latino",National,"On 18 September 2022, in San Jose Los Sitios, La Libertad, several gang members shot and killed a public transport driver at workplace, at the moment he was getting out of the Route 165 bus. Relatives claimed that the victim was attacked after having ignored an extortion. According to residents, the extortionists were members of the MS-13 gang. 1 fatality.",1,,1664222263,5816,7386,14074,14074
